1.00000000e-02	1.25066641e+01	0.00000000e+00
4.09375000e-02	1.59443749e+01	0.00000000e+00
7.18750000e-02	1.73172578e+01	0.00000000e+00
1.02812500e-01	1.81903759e+01	0.00000000e+00
1.33750000e-01	1.88319989e+01	0.00000000e+00
1.64687500e-01	1.93395047e+01	0.00000000e+00
1.95625000e-01	1.97593823e+01	0.00000000e+00
2.26562500e-01	2.01174830e+01	0.00000000e+00
2.57500000e-01	2.04296754e+01	0.00000000e+00
2.88437500e-01	2.07064039e+01	0.00000000e+00
3.19375000e-01	2.09549101e+01	0.00000000e+00
3.50312500e-01	2.11804214e+01	0.00000000e+00
3.81250000e-01	2.13868354e+01	0.00000000e+00
4.12187500e-01	2.15771354e+01	0.00000000e+00
4.43125000e-01	2.17536563e+01	0.00000000e+00
4.74062500e-01	2.19182594e+01	0.00000000e+00
5.05000000e-01	2.20724527e+01	0.00000000e+00
5.35937500e-01	2.22174750e+01	0.00000000e+00
5.66875000e-01	2.23543561e+01	0.00000000e+00
5.97812500e-01	2.24839618e+01	0.00000000e+00
6.28750000e-01	2.26070266e+01	0.00000000e+00
6.59687500e-01	2.27241791e+01	0.00000000e+00
6.90625000e-01	2.28359614e+01	0.00000000e+00
7.21562500e-01	2.29428443e+01	0.00000000e+00
7.52500000e-01	2.30452395e+01	0.00000000e+00
7.83437500e-01	2.31435085e+01	0.00000000e+00
8.14375000e-01	2.32379710e+01	0.00000000e+00
8.45312500e-01	2.33289111e+01	0.00000000e+00
8.76250000e-01	2.34165820e+01	0.00000000e+00
9.07187500e-01	2.35012106e+01	0.00000000e+00
9.38125000e-01	2.35830009e+01	0.00000000e+00
9.69062500e-01	2.36621373e+01	0.00000000e+00
1.00000000e+00	2.37387865e+01	0.00000000e+00
